tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
AmortisationOfFinancingCosts,0001193125-23-083565,1,0,monetary,D,D,Amortization of issue costs,The amount of financing costs amortised during the period.
AmountsReceivableFromTaxAuthorityRelatedToTaxDisputes,0001193125-23-083565,1,0,monetary,I,D,Receivables From Taxes Other Than Income Tax,Receivables from the tax authroities related to income tax disputes.
AssumptionsDefinedBenefitObligationNetPensionOtherBenefitExpenseAbstract,0001193125-23-083565,1,1,,,,Assumptions defined benefit obligation and net pension and other benefit expense,
AvailableLoanPayableQuantity,0001193125-23-083565,1,0,mass,I,,Available loan payable quantity,Total available standby product loan facility to the corporation.
BeforeAcquiringAdditionalInterestInJointVentureMember,0001193125-23-083565,1,1,member,,,Before acquiring additional interest in Joint Venture [Member],Before acquiring additional interest in Joint Venture
BorrowingsStandbyInterestRate,0001193125-23-083565,1,0,percent,I,,Borrowings standby interest rate,Standyby interest rate of product loan facility when the borrowing is not drawn upon.
BridgeLoanFacilityMember,0001193125-23-083565,1,1,member,,,Bridge Loan Facility [Member],
CamecoAustraliaPtyLtdMember,0001193125-23-083565,1,1,member,,,Cameco Australia Pty. Ltd. [member],Cameco Australia Pty. Ltd.
CamecoEuropeLtdMember,0001193125-23-083565,1,1,member,,,Cameco Europe Ltd. [member],Cameco Europe Ltd.
CamecoFuelManufacturingIncMember,0001193125-23-083565,1,1,member,,,Cameco Fuel Manufacturing Inc. [member],Cameco Fuel Manufacturing Inc.
CamecoIncMember,0001193125-23-083565,1,1,member,,,Cameco Inc. [member],Cameco Inc.
CamecoMarketingIncMember,0001193125-23-083565,1,1,member,,,Cameco Marketing Inc. [member],Cameco Marketing Inc.
CanadianEquitySecuritiesMember,0001193125-23-083565,1,1,member,,,Canadian Equity Securities [member],This member stands for Canadian equity securities.
CanadianFixedIncomeMember,0001193125-23-083565,1,1,member,,,Canadian Fixed Income [member],This member stands for Canadian fixed income.
CanadianRevenueAgencyMember,0001193125-23-083565,1,1,member,,,Canadian Revenue Agency [member],Canadian Revenue Agency entitled to levy and collect income taxes and other related charges.
CapitalExpenditures,0001193125-23-083565,1,0,monetary,D,C,Capital Expenditures,"The cash outflow for property, plant and equipment."
CareAndMaintenanceExpense,0001193125-23-083565,1,0,monetary,D,D,Care and maintenance,Costs directly expensed to cost of sales that are incurred to maintain production facilities during suspension of production.
CashAndCashEquivalentsMember,0001193125-23-083565,1,1,member,,,Cash and cash equivalents [member],"This member stands for, cash and cash equivalent."
CashSettledPlanMember,0001193125-23-083565,1,1,member,,,Cash Settled Plan [Member],Cash-setteld plan.
ChangeInLongTermReceivablesInvestmentAndOther,0001193125-23-083565,1,0,monetary,D,D,Change In Long Term Receivables Investment And Other,"Decrease (increase) in long term receivables, investments classified as investing activities."
ChangeInUnrecognizedDeferredTaxAssets,0001193125-23-083565,1,0,monetary,D,D,Change in unrecognized deferred tax assets,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to change in unrecognized deferred tax assets.
ChangesInNonCashWorkingCapital,0001193125-23-083565,1,1,,,,Changes in non cash working capital [Abstract],
ChangesInOtherProvisionsExpensed,0001193125-23-083565,1,0,monetary,D,D,Changes In Other Provisions Expensed,The amount of changes that an entity recognizes through profit and loss during the year.
CigarLakeMember,0001193125-23-083565,1,1,member,,,Cigar Lake [Member],"Cigar Lake, joint operation."
ClassbsharesMember,0001193125-23-083565,1,1,member,,,Class B Shares [Member],This member represents class B shares.
ClassesOfShareHolderMemberDomain,0001193125-23-083565,1,1,member,,,Classes Of Share Holder [Member],This member stands for the the type of shareholder of the company
ClassesOfShareHoldersAxis,0001193125-23-083565,1,1,axis,,,Classes Of Share Holders [Axis],The axis of a table to define resident and non-resident shareholders of the company
CollateralAccountTerm,0001193125-23-083565,1,0,duration,D,,Collateral Account Term,Collateral Account Term
ConsiderationHeldInEscrow,0001193125-23-083565,1,0,monetary,I,C,Consideration held in escrow,Consideration held in escrow
CorporateCustomersMember,0001193125-23-083565,1,1,member,,,Corporate customers [Member],Corporate customers for uranic services
Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-23-083565,1,0,monetary,D,D,Cost of goods sold excluding depreciation depletion and amortization,"The aggregate cost of goods produced and sold during the reporting period, excluding depreciation, depletion, and amortization."
Covid19CareAndMaintenanceExpense,0001193125-23-083565,1,0,monetary,D,D,Covid 19 care and maintenance expense,Costs directly expensed to cost of sales that are incurred to maintain production facilities during a COVID-19 suspension of production.
CreditFacilityMaturity,0001193125-23-083565,1,0,string,D,,Credit Facility Maturity,"Date when the credit facility is schedule to expire, in CCYY-MM-DD."
CrowButteResourcesIncMember,0001193125-23-083565,1,1,member,,,"Crow Butte Resources, Inc. [member]","Crow Butte Resources, Inc."
CumulativeGainOrLossAndFairValueAtDerecognitionOfEquityInvestmentsInEquityInstrumentsExplanatory,0001193125-23-083565,1,0,textBlock,D,,Cumulative gain or loss and fair value at derecognition of equity investments in equity instruments,Cumulative gain or loss within equity for investments in equity instruments that the entity has designated at fair value through other comprehensive income.
CurrentConcentrateInventory,0001193125-23-083565,1,0,monetary,I,D,Current Concentrate Inventory,A classification of current inventory representing the amount of concentrate U3O8.
CurrentPortionOfLongtermReceivablesInvestmentsAndOtherMember,0001193125-23-083565,1,1,member,,,"Current portion of long-term receivables, investments and other [member]","This member stands for current portion of long-term receivables, investments and other classification on Financial Position."
CurrentPortionOfOtherLiabilitiesMember,0001193125-23-083565,1,1,member,,,Current portion of other liabilities [member],This member stands for current portion of other liabilities classification on financial position.
CurrentRecivablesInvestmentsAndOther,0001193125-23-083565,1,0,monetary,I,D,"Current portion of long-term receivables, investments and other","The amount of current portion of long term receivables, investments and other items."
DeferredShareUnitPlanMember,0001193125-23-083565,1,1,member,,,Deferred Share Unit Plan [member],Deferred share unit plan.
DeferredTaxAssetsDefinedBenefitPlanActuarialLossesMember,0001193125-23-083565,1,1,member,,,Defined benefit plan actuarial losses [member],Deferred tax assets attributable to defined benefit plan and acturial losses.
DeferredTaxAssetsIncomeForeignExplorationAndDevelopmentMember,0001193125-23-083565,1,1,member,,,Foreign exploration and development [member],Deferred tax assets attributable to foreign exploration and development.
DeferredTaxAssetsInventoriesMember,0001193125-23-083565,1,1,member,,,"Deferred tax assets, inventories [member]",Deferred tax assets attributable to inventories.
DeferredTaxAssetsLongTermInvestmentAndOtherMember,0001193125-23-083565,1,1,member,,,"Long-term investments and other, deferred tax assets [member]",Deferred tax assets attributable to long term investment and other.
DeferredTaxAssetsMember,0001193125-23-083565,1,1,member,,,Deferred tax assets [member],Total amount attributable to deferred tax assets.
DeferredTaxAssetsPropertyPlantAndEquipmentMember,0001193125-23-083565,1,1,member,,,"Property, plant and equipment, deferred tax assets [Member]","Deferred tax assets attributable to Property, plant and equipment."
DeferredTaxAssetsProvisionForReclamationtMember,0001193125-23-083565,1,1,member,,,"Provision for reclamation, deferred tax assets [member]",Deferred tax assets attributable to reclamation provision.
DeferredTaxExpenseRelatedToIssuanceOfNewShares,0001193125-23-083565,1,0,monetary,D,D,Deferred tax expense related to issuance of new shares,Deferred tax expense related to issuance of new shares
DeferredTaxLiabilitiesMember,0001193125-23-083565,1,1,member,,,Deferred tax liabilities [Member],Total amount attributable to deferred tax liabilities.
DeferredTaxLiabilityInventoriesMember,0001193125-23-083565,1,1,member,,,"Deferred tax liabilities, inventories [member]",Deferred tax liabilities attributable to inventories.
DeferredTaxLiabilityPropertyPlantEquipmentMember,0001193125-23-083565,1,1,member,,,"Deferred tax liabilities property, plant and equipment [Member]",Deferred tax liabilities attributable to property plant and equipment.
DefinedBenefitObligationAndNetPensionAndOtherBenefitExpenseMember,0001193125-23-083565,1,1,member,,,Defined benefit obligation and net pension and other benefit expense [Member],This member stands for defined benefit obligation and net pension and other benefit expense.
DenisonMember,0001193125-23-083565,1,1,member,,,Denison [Member],Investment in Dension Mines Corporation
DescriptionOfAccountingPolicyForNonDerivativeFinancialAssetsLiabilitiesExplanatory,0001193125-23-083565,1,0,textBlock,D,,Description Of Accounting Policy For Non Derivative Financial Assets Liabilities Explanatory,The description of the entity's accounting policy for non derivative financial assets liabilities.
DescriptionOfAccountingPolicyForOtherPostRetirementBenefitsTextBlock,0001193125-23-083565,1,0,textBlock,D,,Description of accounting policy for other post retirement benefits,Description of accounting policy for other post retirement benefits.
DescriptionOfAccountingPolicyForShortTermEmployeeBenefitsTextBlock,0001193125-23-083565,1,0,textBlock,D,,Description of accounting policy for short term employee benefits [text block],Description of short term employee benefits policy.
Descriptionofaccountingpolicyforshortterminvestments,0001193125-23-083565,1,0,textBlock,D,,Description Of Accounting Policy For Short term Investments,The description of the entity's accounting policy used to determine short-termns investments.
DescriptionOfAccountingPolicyForTransactionsConsolidationEliminationExplanatory,0001193125-23-083565,1,0,textBlock,D,,Description Of Accounting Policy For Transactions Consolidation Elimination Explanatory,The description of the entity's accounting policy for transactions eliminated upon consolidation.
DescriptionOfExpectedForfeituresShareOptionsGranted,0001193125-23-083565,1,0,percent,D,,Description Of Expected Forfeitures Share Options Granted,The expected forfeitures of the share price used to calculate the fair value of the share options granted.
DescriptionOfExpectedForfeituresShareOptionsOustading,0001193125-23-083565,1,0,percent,I,,Description Of Expected Forfeitures Share Options oustanding,Description of expeted forfeitures share options oustanding.
DescriptionOfExpectedVestingShareOptionsGranted,0001193125-23-083565,1,0,percent,D,,Expected vesting,The amount of expected vesting used to calculate the fair value of share options.
DescriptionOfOptionLifeShareOptions,0001193125-23-083565,1,0,decimal,I,,Description Of Option Life Share Options,The option life of share options oustanding.
DescriptionOfPensionObligationsPolicyExplanatoryTextBlock,0001193125-23-083565,1,0,textBlock,D,,Description of Pension Obligations Policy Explanatory [Text Block],Description of accounting policy relaed to pension obligations.
DescriptionOfPoliciesForBuildingPlantAndEquipment,0001193125-23-083565,1,0,textBlock,D,,Description of policies for building plant and equipment,Descripton of accounting policy related to building plant and equipment.
DescriptionOfRefundableTaxAccountHeldByCanadaRevenueAgency,0001193125-23-083565,1,0,string,D,,Description of the refundable tax account held by CRA,The description of the refundable tax account held by Canada Revenue Agency.
DisclosureOfActuarialLossesGainsRecognizedInOciExplanatoryTableTextBlock,0001193125-23-083565,1,0,textBlock,D,,Disclosure Of Actuarial Losses Gains Recognized In OCI Explanatory,The disclosure of acturial losses gains recognized in OCI.
DisclosureOfDefinedBenefitAndContributionPlansExplanatory,0001193125-23-083565,1,0,textBlock,D,,Disclosure Of Defined Benefit And Contribution Plans Explanatory,The entire disclosure for both defined benefit and defined contribution plans providing pension benefits.
