adsh,report,rfile,menucat,shortname,longname,roleuri,parentroleuri,parentreport,ultparentrpt
0001193125-23-083565,77,H,D,"Long-term receivables, investments and other (Long-term receivables, investments and other) (Details)","041101 - Disclosure - Long-term receivables, investments and other (Long-term receivables, investments and other) (Details)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherLongtermReceivablesInvestmentsAndOtherDetails,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,48.0,18.0
0001193125-23-083565,78,H,D,Equity-accounted investee (Narrative) (Details),041201 - Disclosure - Equity-accounted investee (Narrative) (Details),http://www.cameco.com/role/EquityaccountedInvesteeNarrativeDetails,http://www.cameco.com/role/EquityaccountedInvesteeTables,49.0,19.0
0001193125-23-083565,79,H,D,Equity-accounted investee (Associate financial position) (Details),041202 - Disclosure - Equity-accounted investee (Associate financial position) (Details),http://www.cameco.com/role/EquityaccountedInvesteeAssociateFinancialPositionDetails,http://www.cameco.com/role/EquityaccountedInvesteeTables,49.0,19.0
0001193125-23-083565,80,H,D,Equity-accounted investee (Associate statement of earnings) (Details),041203 - Disclosure - Equity-accounted investee (Associate statement of earnings) (Details),http://www.cameco.com/role/EquityaccountedInvesteeAssociateStatementOfEarningsDetails,http://www.cameco.com/role/EquityaccountedInvesteeTables,49.0,19.0
0001193125-23-083565,81,H,D,Equity-accounted investee (Reconciliation of carrying amount) (Details),041204 - Disclosure - Equity-accounted investee (Reconciliation of carrying amount) (Details),http://www.cameco.com/role/EquityaccountedInvesteeReconciliationOfCarryingAmountDetails,http://www.cameco.com/role/EquityaccountedInvesteeTables,49.0,19.0
0001193125-23-083565,82,H,D,Accounts payable and accrued liabilities (Accounts payable and accrued liabilities) (Details),041301 - Disclosure - Accounts payable and accrued liabilities (Accounts payable and accrued liabilities) (Details),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesAccountsPayableAndAccruedLiabilitiesDetails,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,50.0,20.0
0001193125-23-083565,83,H,D,Long term debt,041400 - Disclosure - Long term debt - Schedules (Narrative) (Details),http://www.cameco.com/role/LongTermDebtSchedulesNarrativeDetails,,,
0001193125-23-083565,84,H,D,Long term debt,041401 - Disclosure - Long term debt - Schedules (Long-term debt) (Details),http://www.cameco.com/role/LongTermDebtSchedulesLongtermDebtDetails,,,
0001193125-23-083565,85,H,D,Other liabilities (Narrative) (Details),041500 - Disclosure - Other liabilities (Narrative) (Details),http://www.cameco.com/role/OtherLiabilitiesNarrativeDetails,http://www.cameco.com/role/OtherLiabilitiesTables,52.0,22.0
0001193125-23-083565,86,H,D,Other liabilities (Disclosure Of Other Liabilities Explanatory) (Details),041501 - Disclosure - Other liabilities (Disclosure Of Other Liabilities Explanatory) (Details),http://www.cameco.com/role/OtherLiabilitiesDisclosureOfOtherLiabilitiesExplanatoryDetails,http://www.cameco.com/role/OtherLiabilitiesTables,52.0,22.0
0001193125-23-083565,87,H,D,Other liabilities (Standby product loan facilities with various counterparties) (Details),041502 - Disclosure - Other liabilities (Standby product loan facilities with various counterparties) (Details),http://www.cameco.com/role/OtherLiabilitiesStandbyProductLoanFacilitiesWithVariousCounterpartiesDetails,http://www.cameco.com/role/OtherLiabilitiesTables,52.0,22.0
0001193125-23-083565,88,H,D,Provisions (Details),041601 - Disclosure - Provisions (Details),http://www.cameco.com/role/ProvisionsDetails,http://www.cameco.com/role/ProvisionsTables,53.0,23.0
0001193125-23-083565,89,H,D,Share Capital (Common shares issued) (Details),041701 - Disclosure - Share Capital (Common shares issued) (Details),http://www.cameco.com/role/ShareCapitalCommonSharesIssuedDetails,,,
0001193125-23-083565,90,H,D,Revenue (Narrative) (Details),041800 - Disclosure - Revenue (Narrative) (Details),http://www.cameco.com/role/RevenueNarrativeDetails,http://www.cameco.com/role/RevenueTables,55.0,25.0
0001193125-23-083565,91,H,D,Revenue (Disaggregation) (Details),041801 - Disclosure - Revenue (Disaggregation) (Details),http://www.cameco.com/role/RevenueDisaggregationDetails,http://www.cameco.com/role/RevenueTables,55.0,25.0
0001193125-23-083565,92,H,D,Revenue (Deferred revenue) (Details),041802 - Disclosure - Revenue (Deferred revenue) (Details),http://www.cameco.com/role/RevenueDeferredRevenueDetails,http://www.cameco.com/role/RevenueTables,55.0,25.0
0001193125-23-083565,93,H,D,Revenue (Future sales commitments) (Details),041803 - Disclosure - Revenue (Future sales commitments) (Details),http://www.cameco.com/role/RevenueFutureSalesCommitmentsDetails,http://www.cameco.com/role/RevenueTables,55.0,25.0
0001193125-23-083565,94,H,D,Employee benefit expense (Employee benefit expenses) (Details),041901 - Disclosure - Employee benefit expense (Employee benefit expenses) (Details),http://www.cameco.com/role/EmployeeBenefitExpenseEmployeeBenefitExpensesDetails,http://www.cameco.com/role/EmployeeBenefitExpenseTables,56.0,26.0
0001193125-23-083565,95,H,D,Finance cost (Schedule of finance costs) (Details),042001 - Disclosure - Finance cost (Schedule of finance costs) (Details),http://www.cameco.com/role/FinanceCostScheduleOfFinanceCostsDetails,http://www.cameco.com/role/FinanceCostsTables,57.0,27.0
0001193125-23-083565,96,H,D,Other income (expense) (Other income (expense)) (Details),042101 - Disclosure - Other income (expense) (Other income (expense)) (Details),http://www.cameco.com/role/OtherIncomeexpenseOtherIncomeexpenseDetails,http://www.cameco.com/role/OtherIncomeexpenseTables,58.0,28.0
0001193125-23-083565,97,H,D,Income Taxes (Narratives) (Details),042200 - Disclosure - Income Taxes (Narratives) (Details),http://www.cameco.com/role/IncomeTaxesNarrativesDetails,,,
0001193125-23-083565,98,H,D,Income Taxes (Significant components of deferred tax assets and liabilities) (Details),042201 - Disclosure - Income Taxes (Significant components of deferred tax assets and liabilities) (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-23-083565,99,H,D,Income Taxes (Movement in net deferred tax assets and liabilities) (Details),042202 - Disclosure - Income Taxes (Movement in net deferred tax assets and liabilities) (Details),http://www.cameco.com/role/IncomeTaxesMovementInNetDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-23-083565,100,H,D,Income Taxes (Significant components of unrecognized deferred tax assets) (Details),042203 - Disclosure - Income Taxes (Significant components of unrecognized deferred tax assets) (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfUnrecognizedDeferredTaxAssetsDetails,,,
0001193125-23-083565,101,H,D,Income Taxes (Tax rate reconciliation) (Details),042204 - Disclosure - Income Taxes (Tax rate reconciliation) (Details),http://www.cameco.com/role/IncomeTaxesTaxRateReconciliationDetails,,,
0001193125-23-083565,102,H,D,Income Taxes (Earnings and income taxes by jurisdiction) (Details),042205 - Disclosure - Income Taxes (Earnings and income taxes by jurisdiction) (Details),http://www.cameco.com/role/IncomeTaxesEarningsAndIncomeTaxesByJurisdictionDetails,,,
0001193125-23-083565,103,H,D,Income Taxes (Income tax losses carried forward) (Details),042206 - Disclosure - Income Taxes (Income tax losses carried forward) (Details),http://www.cameco.com/role/IncomeTaxesIncomeTaxLossesCarriedForwardDetails,,,
0001193125-23-083565,104,H,D,Per share amounts (Narrative) (Details),042300 - Disclosure - Per share amounts (Narrative) (Details),http://www.cameco.com/role/PerShareAmountsNarrativeDetails,http://www.cameco.com/role/PerShareAmountsTables,60.0,30.0
0001193125-23-083565,105,H,D,Per share amounts (Schedule of Earnings Per Share computation per common share) (Details),042301 - Disclosure - Per share amounts (Schedule of Earnings Per Share computation per common share) (Details),http://www.cameco.com/role/PerShareAmountsScheduleOfEarningsPerShareComputationPerCommonShareDetails,http://www.cameco.com/role/PerShareAmountsTables,60.0,30.0
0001193125-23-083565,106,H,D,Supplemental cash flow information (Statements of detailed information of cash flow) (Details),042401 - Disclosure - Supplemental cash flow information (Statements of detailed information of cash flow) (Details),http://www.cameco.com/role/SupplementalCashFlowInformationStatementsOfDetailedInformationOfCashFlowDetails,http://www.cameco.com/role/SupplementalCashFlowInformationTables,61.0,31.0
0001193125-23-083565,107,H,D,Supplemental cash flow information (Reconciliation of liabilities arising from financing activities) (Details),042402 - Disclosure - Supplemental cash flow information (Reconciliation of liabilities arising from financing activities) (Details),http://www.cameco.com/role/SupplementalCashFlowInformationReconciliationOfLiabilitiesArisingFromFinancingActivitiesDetails,http://www.cameco.com/role/SupplementalCashFlowInformationTables,61.0,31.0
0001193125-23-083565,108,H,D,Share-based compensation plans (Narrative) (Details),042500 - Disclosure - Share-based compensation plans (Narrative) (Details),http://www.cameco.com/role/SharebasedCompensationPlansNarrativeDetails,http://www.cameco.com/role/SharebasedCompensationPlansTables,62.0,32.0
0001193125-23-083565,109,H,D,Share-based compensation plans (Share options number and weighted average price) (Details),042501 - Disclosure - Share-based compensation plans (Share options number and weighted average price) (Details),http://www.cameco.com/role/SharebasedCompensationPlansShareOptionsNumberAndWeightedAveragePriceDetails,http://www.cameco.com/role/SharebasedCompensationPlansTables,62.0,32.0
0001193125-23-083565,110,H,D,Share-based compensation plans (Equity-settled and cash-settled) (Details),042503 - Disclosure - Share-based compensation plans (Equity-settled and cash-settled) (Details),http://www.cameco.com/role/SharebasedCompensationPlansEquitysettledAndCashsettledDetails,http://www.cameco.com/role/SharebasedCompensationPlansTables,62.0,32.0
0001193125-23-083565,111,H,D,Share-based compensation plans (Inputs used in the measurement,042504 - Disclosure - Share-based compensation plans (Inputs used in the measurement - Equity) (Details),http://www.cameco.com/role/SharebasedCompensationPlansInputsUsedInTheMeasurementEquityDetails,http://www.cameco.com/role/SharebasedCompensationPlansTables,62.0,32.0
0001193125-23-083565,112,H,D,Share-based compensation plans (Inputs used in the measurement,042505 - Disclosure - Share-based compensation plans (Inputs used in the measurement - Cash) (Details),http://www.cameco.com/role/SharebasedCompensationPlansInputsUsedInTheMeasurementCashDetails,http://www.cameco.com/role/SharebasedCompensationPlansTables,62.0,32.0
0001193125-23-083565,113,H,D,Pension and other post-retirement benefits (Narrative) (Details),042600 - Disclosure - Pension and other post-retirement benefits (Narrative) (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsNarrativeDetails,http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,63.0,33.0
0001193125-23-083565,114,H,D,Pension and other post-retirement benefits (Defined benefit plans) (Details),042601 - Disclosure - Pension and other post-retirement benefits (Defined benefit plans) (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsDefinedBenefitPlansDetails,http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,63.0,33.0
0001193125-23-083565,115,H,D,Pension and other post-retirement benefits (Percentages of the total fair value of assets) (Details),042602 - Disclosure - Pension and other post-retirement benefits (Percentages of the total fair value of assets) (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsPercentagesOfTheTotalFairValueOfAssetsDetails,http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,63.0,33.0
0001193125-23-083565,116,H,D,Pension and other post-retirement benefits (Components of net pension and other benefit expense) (Details),042603 - Disclosure - Pension and other post-retirement benefits (Components of net pension and other benefit expense) (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsComponentsOfNetPensionAndOtherBenefitExpenseDetails,http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,63.0,33.0
0001193125-23-083565,117,H,D,Pension and other post-retirement benefits (Assumptions and 1% change) (Details),042604 - Disclosure - Pension and other post-retirement benefits (Assumptions and 1% change) (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsAssumptionsAnd1ChangeDetails,http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,63.0,33.0
0001193125-23-083565,118,H,D,Financial instruments (Narrative) (Details),042700 - Disclosure - Financial instruments (Narrative) (Details),http://www.cameco.com/role/FinancialInstrumentsNarrativeDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-23-083565,119,H,D,Financial instruments (Related risk management) (Details),042701 - Disclosure - Financial instruments (Related risk management) (Details),http://www.cameco.com/role/FinancialInstrumentsRelatedRiskManagementDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-23-083565,120,H,D,Financial Instruments (Exposure to credit risk receivables) (Details),042702 - Disclosure - Financial Instruments (Exposure to credit risk receivables) (Details),http://www.cameco.com/role/FinancialInstrumentsExposureToCreditRiskReceivablesDetails,,,
0001193125-23-083565,121,H,D,Financial Instruments (Aging of trade receivables) (Details),042703 - Disclosure - Financial Instruments (Aging of trade receivables) (Details),http://www.cameco.com/role/FinancialInstrumentsAgingOfTradeReceivablesDetails,,,
0001193125-23-083565,122,H,D,Financial instruments (Liquidity Risk Tables) (Details),042704 - Disclosure - Financial instruments (Liquidity Risk Tables) (Details),http://www.cameco.com/role/FinancialInstrumentsLiquidityRiskTablesDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
0001193125-23-083565,123,H,D,Financial instruments (Measurement of fair values) (Details),042705 - Disclosure - Financial instruments (Measurement of fair values) (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesDetails,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,64.0,34.0
